Date,Canadian dollar ,Chinese yuan renminbi ,UK pound sterling ,Indian rupee ,Mexican peso ,US dollar 
2022-09-01,1.3169,6.9017,0.86473,79.6195,20.1954,1.0004
2022-08-31,1.3111,6.8947,0.86035,79.5465,20.2044,1
2022-08-30,1.3047,6.9233,0.85645,79.8025,20.0077,1.0034
2022-08-29,1.3026,6.9044,0.8542,79.8295,19.9876,0.9986
2022-08-26,1.2944,6.8671,0.8459,79.9025,19.924,1.0007
2022-08-25,1.2881,6.8317,0.84293,79.6555,19.8132,0.997
2022-08-24,1.2908,6.822,0.84283,79.3006,19.7781,0.9934
2022-08-23,1.2928,6.7952,0.84343,79.2805,19.9152,0.9927
2022-08-22,1.2989,6.8457,0.84658,79.8615,20.1583,1.0001
2022-08-19,1.3062,6.8531,0.84938,80.2988,20.3273,1.0054
2022-08-18,1.3118,6.906,0.84391,81.042,20.313,1.0178
2022-08-17,1.3117,6.8917,0.84208,80.7555,20.3825,1.0164
2022-08-16,1.3076,6.8767,0.84218,80.3745,20.1595,1.0131
2022-08-15,1.3167,6.905,0.84375,81.061,20.3914,1.0195
2022-08-12,1.3148,6.9352,0.84715,81.9935,20.4925,1.0285
2022-08-11,1.3202,6.9668,0.84575,82.2845,20.6398,1.0338
2022-08-10,1.3207,6.9222,0.84608,81.468,20.713,1.0252
2022-08-09,1.3163,6.9106,0.8452,81.406,20.7145,1.0234
2022-08-08,1.3134,6.8931,0.84165,81.166,20.681,1.0199
2022-08-05,1.3185,6.9068,0.84268,81.0469,20.8367,1.0233
2022-08-04,1.307,6.8769,0.84231,80.7715,20.756,1.0181
2022-08-03,1.3085,6.883,0.83629,80.6895,21.0788,1.0194
2022-08-02,1.315,6.9117,0.83665,80.3243,20.952,1.0224
2022-08-01,1.3076,6.9105,0.837,80.9335,20.7635,1.0233
2022-07-29,1.31,6.8705,0.8399,80.882,20.6745,1.0198
2022-07-28,1.2986,6.8325,0.83586,80.6535,20.676,1.0122
2022-07-27,1.3049,6.8534,0.84138,81.135,20.753,1.0152
2022-07-26,1.3035,6.8451,0.84558,80.805,20.7845,1.0124
2022-07-25,1.3168,6.9094,0.84813,81.6675,20.9376,1.0236
2022-07-22,1.3105,6.8852,0.85141,81.384,20.9595,1.019
2022-07-21,1.3178,6.904,0.85545,81.451,20.941,1.0199
2022-07-20,1.3132,6.8892,0.85178,81.599,20.8967,1.0199
2022-07-19,1.3264,6.9064,0.85303,81.898,20.8552,1.0245
2022-07-18,1.3151,6.8266,0.84708,81.034,20.7095,1.0131
2022-07-15,1.3147,6.7943,0.84988,80.316,20.9209,1.0059
2022-07-14,1.3162,6.7618,0.8456,80.0752,20.9585,1.0005
2022-07-13,1.3073,6.7722,0.84371,80.1285,20.9029,1.0067
2022-07-12,1.3094,6.7518,0.84823,79.8965,20.8883,1.0042
2022-07-11,1.314,6.7793,0.8454,80.2435,20.7845,1.0098
2022-07-08,1.3201,6.8095,0.84585,80.528,20.8477,1.0163
2022-07-07,1.3227,6.823,0.85105,80.6,20.9675,1.018
2022-07-06,1.3274,6.8289,0.85676,80.5321,21.0194,1.0177
2022-07-05,1.3364,6.9029,0.85845,81.673,21.0171,1.029
2022-07-04,1.3435,6.9977,0.8596,82.5067,21.1972,1.0455
2022-07-01,1.3492,6.987,0.86648,82.3747,21.115,1.0425
2022-06-30,1.3425,6.9624,0.8582,82.113,20.9641,1.0387
2022-06-29,1.3513,7.0382,0.86461,83.037,21.1375,1.0517
2022-06-28,1.3565,7.0775,0.8635,83.408,21.088,1.0561
2022-06-27,1.3639,7.0737,0.862,82.9325,21.041,1.0572
2022-06-24,1.3657,7.0478,0.85773,82.3985,20.9901,1.0524
2022-06-23,1.36,7.0367,0.85818,82.1489,21.0924,1.0493
2022-06-22,1.366,7.0604,0.85885,82.4075,21.1491,1.0521
2022-06-21,1.366,7.068,0.8601,82.423,21.2485,1.055
2022-06-20,1.3662,7.0346,0.85748,81.994,21.3016,1.0517
2022-06-17,1.3631,7.0308,0.855,81.871,21.4474,1.0486
2022-06-16,1.3446,6.9844,0.8555,81.1945,21.4115,1.04
2022-06-15,1.3498,7.0013,0.86328,81.5142,21.4763,1.0431
2022-06-14,1.3522,7.0417,0.86578,81.559,21.4832,1.0452
2022-06-13,1.3435,7.0434,0.8585,81.606,21.2102,1.0455
2022-06-10,1.3484,7.0868,0.85048,82.3355,20.8285,1.0578
2022-06-09,1.3506,7.1722,0.85653,83.526,21.0248,1.0743
2022-06-08,1.3467,7.1785,0.85575,83.414,21.0458,1.0739
2022-06-07,1.3437,7.1146,0.85365,82.873,20.8435,1.0662
2022-06-06,1.3463,7.1223,0.85415,83.245,20.9078,1.0726
2022-06-03,1.3484,7.1465,0.8542,83.273,20.985,1.073
2022-06-02,1.352,7.135,0.85195,82.922,20.9831,1.0692
2022-06-01,1.3536,7.1586,0.85158,83.051,21.0678,1.0712
2022-05-31,1.3573,7.1402,0.85138,83.231,20.987,1.0713
2022-05-30,1.3647,7.1735,0.8515,83.475,20.8994,1.0764
2022-05-27,1.3661,7.1831,0.84875,83.1915,21.136,1.0722
2022-05-26,1.3715,7.2024,0.85073,83.0065,21.1935,1.0697
2022-05-25,1.372,7.1334,0.85295,82.6666,21.2213,1.0656
2022-05-24,1.3714,7.1449,0.8575,83.185,21.2456,1.072
2022-05-23,1.3626,7.085,0.84783,82.6795,21.1273,1.0659
2022-05-20,1.3526,7.0638,0.8482,82.1617,21.0314,1.0577
2022-05-19,1.349,7.1028,0.84728,81.7115,21.0043,1.0525
2022-05-18,1.3488,7.0972,0.8467,81.6455,20.9204,1.0523
2022-05-17,1.3517,7.0899,0.844,81.6515,21.0273,1.0541
2022-05-16,1.3473,7.0786,0.85045,81.081,20.9324,1.0422
2022-05-13,1.3505,7.0513,0.85115,80.4315,20.988,1.0385
2022-05-12,1.3569,7.0691,0.85293,80.667,21.2531,1.0408
2022-05-11,1.3685,7.0893,0.85393,81.4935,21.387,1.0553
2022-05-10,1.3707,7.0967,0.85595,81.5425,21.4716,1.0554
2022-05-09,1.3656,7.0886,0.85235,81.7415,21.4341,1.0559
2022-05-06,1.356,7.0506,0.85625,81.298,21.3555,1.057
2022-05-05,1.3483,6.9944,0.8519,80.6185,21.2069,1.0568
2022-05-04,1.3498,6.9594,0.84194,80.4035,21.2947,1.0531
2022-05-03,1.357,6.9759,0.8413,80.842,21.5025,1.0556
2022-05-02,1.356,6.9548,0.8381,80.497,21.4758,1.0524
2022-04-29,1.3426,6.9441,0.83908,80.638,21.4181,1.054
2022-04-28,1.3498,6.9381,0.8435,80.367,21.4531,1.0485
2022-04-27,1.3572,6.9377,0.84215,81.0705,21.6259,1.0583
2022-04-26,1.3613,6.9837,0.84135,81.7265,21.6538,1.0674
2022-04-25,1.3709,7.0398,0.8433,82.321,21.8989,1.0746
2022-04-22,1.3714,7.0332,0.83925,82.6943,22.0034,1.0817
2022-04-21,1.36,7.0228,0.83523,82.965,21.8836,1.0887
2022-04-20,1.3579,6.9448,0.82965,82.6348,21.6392,1.083
2022-04-19,1.3631,6.9008,0.82955,82.6038,21.4725,1.0803
2022-04-14,1.3663,6.932,0.82908,82.814,21.5941,1.0878
2022-04-13,1.37,6.8939,0.8328,82.478,21.417,1.0826
2022-04-12,1.3724,6.9199,0.83455,82.7285,21.5616,1.0861
2022-04-11,1.3738,6.9405,0.83693,82.7085,21.8653,1.09
2022-04-08,1.3675,6.9115,0.83355,82.389,21.8729,1.0861
2022-04-07,1.3704,6.9448,0.8345,82.951,21.9806,1.0916
2022-04-06,1.3647,6.9498,0.83473,82.8343,21.8759,1.0923
2022-04-05,1.3647,6.9783,0.8349,82.635,21.7474,1.0969
2022-04-04,1.3749,7.0026,0.8389,83.118,21.82,1.1005
2022-04-01,1.3805,7.0311,0.84145,83.9847,21.9087,1.1052
2022-03-31,1.3896,7.0403,0.84595,84.134,22.0903,1.1101
2022-03-30,1.3891,7.0666,0.84563,84.38,22.1557,1.1126
2022-03-29,1.387,7.055,0.8444,83.9685,22.1561,1.1085
2022-03-28,1.3702,6.9862,0.83643,83.4825,21.9841,1.0966
2022-03-25,1.3781,7.0007,0.8338,83.8235,21.9908,1.1002
2022-03-24,1.3806,6.9933,0.83288,83.879,22.177,1.0978
2022-03-23,1.384,7.0003,0.8328,83.9675,22.1978,1.0985
2022-03-22,1.3867,7.0137,0.83228,83.9145,22.3667,1.1024
2022-03-21,1.3898,7.0152,0.83775,84.1835,22.48,1.1038
2022-03-18,1.3911,7.0031,0.83925,83.7825,22.5905,1.1008
2022-03-17,1.3998,7.0176,0.84315,83.8435,22.788,1.1051
2022-03-16,1.3967,6.9817,0.83988,83.7805,22.854,1.0994
2022-03-15,1.4099,7.0117,0.84053,83.9555,22.9352,1.0991
2022-03-14,1.3978,6.9738,0.83915,83.931,22.8311,1.096
2022-03-11,1.4024,6.9633,0.8397,83.9875,22.9524,1.099
2022-03-10,1.4189,7.0063,0.84175,84.607,23.3153,1.1084
2022-03-09,1.4108,6.9454,0.8357,84.2025,23.2145,1.0993
2022-03-08,1.3978,6.8805,0.83185,83.924,23.2866,1.0892
2022-03-07,1.3864,6.8846,0.82625,83.8125,23.0249,1.0895
2022-03-04,1.3937,6.9065,0.82388,83.4354,22.7543,1.0929
2022-03-03,1.3992,6.9996,0.82773,84.174,22.8945,1.1076
2022-03-02,1.4088,7.0153,0.83316,84.1765,22.999,1.1106
2022-03-01,1.4158,7.0462,0.8329,84.5015,22.8558,1.1162
2022-02-28,1.4264,7.067,0.8355,84.554,22.9011,1.1199
2022-02-25,1.4325,7.0828,0.8374,84.347,22.9145,1.1216
2022-02-24,1.4316,7.0601,0.83463,84.296,22.9355,1.1163
2022-02-23,1.4394,7.1669,0.83463,84.6135,22.9079,1.1344
2022-02-22,1.4441,7.1771,0.83685,84.758,23.033,1.1342
2022-02-21,1.4454,7.1831,0.83298,84.677,22.9951,1.1338
2022-02-18,1.4424,7.184,0.83425,84.6525,23.027,1.1354
2022-02-17,1.4439,7.206,0.83493,85.2935,23.0367,1.137
2022-02-16,1.4416,7.2101,0.8394,85.3885,23.1718,1.1372
2022-02-15,1.4433,7.1969,0.83765,85.443,23.1113,1.1345
2022-02-14,1.4431,7.1937,0.8372,85.4715,23.1331,1.1316
2022-02-11,1.4498,7.2564,0.83958,85.8535,23.3183,1.1417
2022-02-10,1.4498,7.2722,0.84248,85.9373,23.3584,1.1439
2022-02-09,1.4514,7.2759,0.84255,85.5765,23.4719,1.1435
2022-02-08,1.4505,7.2636,0.84363,85.2545,23.5601,1.1408
2022-02-07,1.4546,7.2807,0.84685,85.5345,23.575,1.1447
2022-02-04,1.4583,7.2923,0.84593,85.6445,23.5856,1.1464
2022-02-03,1.4334,7.1795,0.83208,84.518,23.2359,1.1286
2022-02-02,1.433,7.2026,0.83395,84.613,23.2134,1.1323
2022-02-01,1.4299,7.1625,0.83498,84.197,23.1296,1.126
2022-01-31,1.4233,7.0963,0.83153,83.3655,23.1856,1.1156
2022-01-28,1.4239,7.0857,0.83178,83.6015,23.1854,1.1138
2022-01-27,1.4161,7.1061,0.83368,83.7893,23.143,1.116
2022-01-26,1.4173,7.1293,0.83458,84.4288,23.1845,1.1277
2022-01-25,1.4247,7.1325,0.83713,84.277,23.2909,1.1268
2022-01-24,1.4269,7.1533,0.83803,84.3495,23.2566,1.1304
2022-01-21,1.4211,7.1946,0.83633,84.419,23.2229,1.1348
2022-01-20,1.4158,7.1936,0.83265,84.362,23.1684,1.1338
2022-01-19,1.4144,7.2003,0.83168,84.4135,23.0922,1.1345
2022-01-18,1.4228,7.2212,0.83673,84.813,23.1443,1.1367
2022-01-17,1.4287,7.2402,0.83573,84.7295,23.1901,1.1403
2022-01-14,1.433,7.2728,0.83508,84.9445,23.2684,1.1447
2022-01-13,1.4304,7.2913,0.83545,84.717,23.3894,1.1463
2022-01-12,1.4261,7.2379,0.83338,84.0285,23.1852,1.137
2022-01-11,1.4329,7.2255,0.83475,83.7481,23.0888,1.1336
2022-01-10,1.4327,7.2128,0.83398,83.8,23.0597,1.1318
2022-01-07,1.4374,7.206,0.8343,83.978,23.1109,1.1298
2022-01-06,1.4451,7.2187,0.83593,84.2475,23.2549,1.1315
2022-01-05,1.4399,7.2087,0.83546,84.161,23.1422,1.1319
2022-01-04,1.4382,7.1924,0.83618,84.2055,23.1808,1.1279
2022-01-03,1.442,7.2174,0.84135,84.3949,23.2259,1.1355
2021-12-31,1.4393,7.1947,0.84028,84.2292,23.1438,1.1326
2021-12-30,1.4481,7.223,0.8393,84.2575,23.2431,1.1334
2021-12-29,1.4486,7.1994,0.84115,84.388,23.2544,1.1303
2021-12-28,1.4487,7.2159,0.84248,84.6335,23.4003,1.1331
2021-12-27,1.4529,7.2087,0.8433,84.8105,23.3216,1.1312
2021-12-24,1.4502,7.2064,0.84389,84.885,23.3103,1.1317
2021-12-23,1.451,7.2056,0.84228,85.0775,23.409,1.131
2021-12-22,1.4589,7.1999,0.849,85.407,23.47,1.1301
2021-12-21,1.4599,7.1965,0.8528,85.3648,23.4677,1.1295
2021-12-20,1.4569,7.1882,0.85205,85.5025,23.4407,1.1273
2021-12-17,1.4527,7.2234,0.85208,86.064,23.5473,1.133
2021-12-16,1.4484,7.2183,0.84835,86.4005,23.7706,1.1336
2021-12-15,1.4496,7.1691,0.8498,86.0345,23.8856,1.1262
2021-12-14,1.449,7.1956,0.85345,85.879,23.7839,1.1309
2021-12-13,1.4388,7.1777,0.85158,85.4225,23.5354,1.1278
2021-12-10,1.434,7.1814,0.85355,85.3105,23.6094,1.1273
2021-12-09,1.4363,7.2114,0.8574,85.5075,23.8011,1.1311
2021-12-08,1.4281,7.1726,0.85603,85.2345,23.6365,1.1299
2021-12-07,1.4258,7.1671,0.84933,84.878,23.8972,1.1256
2021-12-06,1.4437,7.1986,0.85128,85.119,23.9694,1.1287
2021-12-03,1.4471,7.1935,0.85048,84.8455,23.9841,1.1291
2021-12-02,1.4526,7.2297,0.85135,85.052,24.1963,1.1339
2021-12-01,1.4433,7.2065,0.85,84.7485,24.0869,1.1314
2021-11-30,1.4518,7.2395,0.85173,85.3274,24.5059,1.1363
2021-11-29,1.4362,7.2002,0.84583,84.6635,24.67,1.1276
2021-11-26,1.4397,7.2149,0.8462,84.5395,24.4974,1.1291
2021-11-25,1.4223,7.1676,0.84295,83.6074,24.1647,1.1223
2021-11-24,1.4227,7.16,0.83935,83.439,23.833,1.1206
2021-11-23,1.4324,7.1943,0.84185,83.8395,23.7773,1.1259
2021-11-22,1.4257,7.1975,0.83923,83.852,23.5855,1.1278
2021-11-19,1.4254,7.2027,0.83928,83.6905,23.4637,1.1271
2021-11-18,1.4295,7.2419,0.84173,84.218,23.5605,1.1345
2021-11-17,1.4206,7.217,0.8409,84.03,23.4259,1.1316
2021-11-16,1.4248,7.2627,0.84533,84.5404,23.4423,1.1368
2021-11-15,1.4334,7.3034,0.85165,85.143,23.5097,1.1444
2021-11-12,1.4416,7.3047,0.85505,85.193,23.6472,1.1448
2021-11-11,1.4419,7.3292,0.85538,85.309,23.5367,1.146
2021-11-10,1.4371,7.3866,0.85548,85.8824,23.5282,1.1558
2021-11-09,1.4397,7.3989,0.8538,85.791,23.5335,1.1577
2021-11-08,1.4411,7.4048,0.85478,85.8135,23.6244,1.1579
2021-11-05,1.4341,7.3756,0.85545,85.5415,23.6152,1.1519
2021-11-04,1.4365,7.3983,0.8535,86.0955,23.8191,1.1569
2021-11-03,1.4386,7.4082,0.84823,86.2355,24.0953,1.1578
2021-11-02,1.4389,7.4239,0.84955,86.604,24.073,1.1603
2021-11-01,1.4325,7.4077,0.84575,86.7275,23.9402,1.1578
2021-10-29,1.4383,7.4488,0.8449,87.183,23.8048,1.1645
2021-10-28,1.4325,7.4169,0.84373,86.8032,23.5842,1.1593
2021-10-27,1.4414,7.426,0.8453,87.201,23.4502,1.1617
2021-10-26,1.4361,7.4124,0.84178,87.082,23.4016,1.1618
2021-10-25,1.4347,7.4142,0.8438,87.216,23.4551,1.1603
2021-10-22,1.4341,7.4337,0.8437,87.074,23.5402,1.163
2021-10-21,1.4359,7.4463,0.8429,87.1445,23.6004,1.1637
2021-10-20,1.4349,7.4302,0.84503,87.0086,23.4814,1.1623
2021-10-19,1.4389,7.4464,0.84275,87.5,23.7003,1.1655
2021-10-18,1.4384,7.4617,0.84438,87.4083,23.7177,1.1604
2021-10-15,1.4342,7.4663,0.84368,86.967,23.8542,1.1602
2021-10-14,1.4361,7.4683,0.84618,87.3355,23.8458,1.1602
2021-10-13,1.4386,7.4482,0.84898,87.1095,23.9497,1.1562
2021-10-12,1.4395,7.4522,0.84755,87.272,24.0232,1.1555
2021-10-11,1.4431,7.4644,0.84878,87.334,24.0051,1.1574
2021-10-08,1.4499,7.4591,0.8489,86.7495,23.8295,1.1569
2021-10-07,1.4545,7.4536,0.85023,86.408,23.7032,1.1562
2021-10-06,1.4575,7.4407,0.8497,86.438,23.9641,1.1542
2021-10-05,1.4612,7.4805,0.85173,86.488,23.7904,1.1602
2021-10-04,1.4668,7.5013,0.8553,86.4025,23.8512,1.1636
2021-10-01,1.4698,7.4781,0.85653,85.975,23.7955,1.16
2021-09-30,1.475,7.4847,0.86053,86.0766,23.7439,1.1579
2021-09-29,1.4793,7.5347,0.86443,86.467,23.7082,1.1654
2021-09-28,1.4776,7.5433,0.8595,86.5595,23.5909,1.1678
2021-09-27,1.4812,7.5609,0.8542,86.4025,23.5043,1.1698
2021-09-24,1.4895,7.5803,0.85703,86.471,23.628,1.1719
2021-09-23,1.485,7.5643,0.85495,86.367,23.4303,1.1715
2021-09-22,1.4997,7.585,0.86,86.622,23.5533,1.1729
2021-09-21,1.4995,7.5945,0.85855,86.4895,23.5912,1.1738
2021-09-20,1.5056,7.5726,0.85705,86.272,23.6419,1.1711
2021-09-17,1.4913,7.6044,0.85363,86.5335,23.4722,1.178
2021-09-16,1.4863,7.5849,0.85025,86.473,23.3728,1.1763
2021-09-15,1.5004,7.6069,0.8551,86.8625,23.4927,1.1824
2021-09-14,1.4951,7.6168,0.8526,87.037,23.5067,1.1814
2021-09-13,1.4931,7.6059,0.8512,86.844,23.401,1.178
2021-09-10,1.4919,7.6228,0.8526,86.9469,23.5404,1.1841
2021-09-09,1.5002,7.6402,0.85555,87.0705,23.5363,1.1838
2021-09-08,1.4982,7.6376,0.85873,87.0105,23.5314,1.1827
2021-09-07,1.4936,7.667,0.86115,87.1355,23.6659,1.186
2021-09-06,1.4883,7.6611,0.8571,86.7135,23.6212,1.1864
2021-09-03,1.4879,7.6555,0.8584,86.7045,23.6503,1.1872
2021-09-02,1.4944,7.6503,0.85915,86.5205,23.6529,1.1846
2021-09-01,1.4879,7.6421,0.85863,86.348,23.6484,1.1817
2021-08-31,1.4896,7.6465,0.85875,86.385,23.7864,1.1834
2021-08-30,1.4867,7.6347,0.85748,86.5035,23.8273,1.1801
2021-08-27,1.4914,7.6195,0.85703,86.701,23.9686,1.1761
2021-08-26,1.4838,7.6285,0.85718,87.234,23.9001,1.1767
2021-08-25,1.4827,7.6031,0.8559,87.152,23.7798,1.1736
2021-08-24,1.4822,7.6042,0.85578,87.0625,23.8606,1.174
2021-08-23,1.4911,7.599,0.85635,86.915,23.8334,1.1718
2021-08-20,1.5069,7.5854,0.8575,86.8025,23.6848,1.1671
2021-08-19,1.4919,7.5901,0.85523,86.9975,23.5852,1.1696
2021-08-18,1.4793,7.5976,0.85183,87.047,23.4178,1.1723
2021-08-17,1.4838,7.6244,0.85323,87.439,23.4266,1.1767
2021-08-16,1.4782,7.6243,0.84873,87.3695,23.4319,1.1772
2021-08-13,1.4724,7.6237,0.85093,87.374,23.3755,1.1765
2021-08-12,1.4694,7.6036,0.84743,87.1095,23.357,1.1739
2021-08-11,1.4677,7.5996,0.84698,87.1605,23.5291,1.1718
2021-08-10,1.4729,7.5975,0.84568,87.193,23.5629,1.1722
2021-08-09,1.4747,7.619,0.84745,87.3195,23.5526,1.1761
2021-08-06,1.4763,7.6379,0.8484,87.4993,23.5178,1.1807
2021-08-05,1.4817,7.6555,0.8506,87.8256,23.6112,1.185
2021-08-04,1.488,7.6638,0.85153,87.9575,23.5576,1.1861
2021-08-03,1.4874,7.6818,0.85355,88.2175,23.5939,1.1885
2021-08-02,1.4816,7.6807,0.85568,88.396,23.5605,1.1886
2021-07-30,1.4791,7.6838,0.8514,88.3941,23.6277,1.1891
2021-07-29,1.4808,7.6691,0.8508,88.1675,23.5655,1.1873
2021-07-28,1.484,7.6722,0.85095,87.833,23.5823,1.1807
2021-07-27,1.4839,7.6799,0.85503,87.913,23.6687,1.181
2021-07-26,1.4804,7.6426,0.85468,87.7305,23.6826,1.1787
2021-07-23,1.4788,7.6224,0.85543,87.5905,23.6237,1.1767
2021-07-22,1.4779,7.6153,0.85563,87.6615,23.729,1.1775
2021-07-21,1.4932,7.6201,0.86363,87.7895,23.774,1.1772
2021-07-20,1.5023,7.6305,0.86545,87.921,23.599,1.1775
2021-07-19,1.5028,7.6344,0.85913,88.226,23.5865,1.1766
2021-07-16,1.4856,7.6373,0.85298,88.031,23.4589,1.1802
2021-07-15,1.4808,7.6304,0.85188,88.051,23.5383,1.1809
2021-07-14,1.4732,7.6268,0.85158,87.9885,23.5734,1.1812
2021-07-13,1.4782,7.6598,0.85518,88.2879,23.555,1.1844
2021-07-12,1.4813,7.6751,0.8557,88.411,23.6064,1.1852
2021-07-09,1.4817,7.6834,0.85758,88.371,23.58,1.1858
2021-07-08,1.4893,7.6832,0.86133,88.6073,23.7922,1.1838
